,sid,gid,order,variable,value
35441,72010050502,201,30,s_x,1
35442,72010050502,241,31,s_x,0
35443,72010050502,191,32,s_x,1
35444,72010050502,141,33,s_x,1
35445,72010050502,161,34,s_x,1
35446,72010050502,261,35,s_x,0
35447,72010050502,211,36,s_x,0
35448,72010050502,171,37,s_x,1
35449,72010050502,221,38,s_x,0
35450,72010050502,231,39,s_x,0
35451,72010050603,21,1,s_x,1
35452,72010050603,71,2,s_x,1
35453,72010050603,301,3,s_x,0
35454,72010050603,271,4,s_x,0
35455,72010050603,351,5,s_x,0
35456,72010050603,381,6,s_x,0
35457,72010050603,11,7,s_x,1
35458,72010050603,81,8,s_x,1
35459,72010050603,111,9,s_x,1
35460,72010050603,31,10,s_x,1
35461,72010050603,311,11,s_x,0
35462,72010050603,341,12,s_x,0
35463,72010050603,121,13,s_x,1
35464,72010050603,51,14,s_x,1
35465,72010050603,321,15,s_x,0
35466,72010050603,281,16,s_x,0
35467,72010050603,391,17,s_x,0
35468,72010050603,371,18,s_x,0
35469,72010050603,41,19,s_x,1
35470,72010050603,331,20,s_x,0
35471,72010050603,291,21,s_x,0
35472,72010050603,61,22,s_x,1
35473,72010050603,101,23,s_x,1
35474,72010050603,91,24,s_x,1
35475,72010050603,131,25,s_x,1
35476,72010050603,361,26,s_x,0
35477,72010050603,171,27,s_x,1
35478,72010050603,211,28,s_x,0
35479,72010050603,161,29,s_x,1
35480,72010050603,191,30,s_x,1
35481,72010050603,201,31,s_x,1
35482,72010050603,261,32,s_x,0
35483,72010050603,151,33,s_x,1
35484,72010050603,141,34,s_x,1
35485,72010050603,231,35,s_x,0
35486,72010050603,241,36,s_x,0
35487,72010050603,181,37,s_x,1
35488,72010050603,251,38,s_x,0
35489,72010050603,221,39,s_x,0
35490,72010050704,101,1,s_x,1
35491,72010050704,81,2,s_x,1
35492,72010050704,111,3,s_x,1
35493,72010050704,51,4,s_x,1
35494,72010050704,41,5,s_x,1
35495,72010050704,21,6,s_x,1
35496,72010050704,331,7,s_x,0
35497,72010050704,61,8,s_x,1
35498,72010050704,31,9,s_x,1
35499,72010050704,341,10,s_x,0
35500,72010050704,11,11,s_x,1
35501,72010050704,281,12,s_x,0
35502,72010050704,271,13,s_x,0
35503,72010050704,121,14,s_x,1
35504,72010050704,371,15,s_x,0
35505,72010050704,291,16,s_x,0
35506,72010050704,71,17,s_x,1
35507,72010050704,301,18,s_x,0
35508,72010050704,351,19,s_x,0
35509,72010050704,321,20,s_x,0
35510,72010050704,361,21,s_x,0
35511,72010050704,131,22,s_x,1
35512,72010050704,91,23,s_x,1
35513,72010050704,391,24,s_x,0
35514,72010050704,311,25,s_x,0
35515,72010050704,381,26,s_x,0
35516,72010050704,201,27,s_x,1
35517,72010050704,181,28,s_x,1
35518,72010050704,171,29,s_x,1
35519,72010050704,151,30,s_x,1
35520,72010050704,141,31,s_x,1
35521,72010050704,261,32,s_x,0
35522,72010050704,161,33,s_x,1
35523,72010050704,231,34,s_x,0
35524,72010050704,251,35,s_x,0
35525,72010050704,211,36,s_x,0
35526,72010050704,191,37,s_x,1
35527,72010050704,221,38,s_x,0
35528,72010050704,241,39,s_x,0
35529,72010050705,101,1,s_x,1
35530,72010050705,41,2,s_x,1
35531,72010050705,321,3,s_x,0
35532,72010050705,61,4,s_x,1
35533,72010050705,291,5,s_x,0
35534,72010050705,301,6,s_x,0
35535,72010050705,351,7,s_x,0
35536,72010050705,131,8,s_x,1
35537,72010050705,21,9,s_x,1
35538,72010050705,11,10,s_x,1
35539,72010050705,81,11,s_x,1
35540,72010050705,341,12,s_x,0
35541,72010050705,331,13,s_x,0
35542,72010050705,281,14,s_x,0
35543,72010050705,311,15,s_x,0
35544,72010050705,371,16,s_x,0
35545,72010050705,381,17,s_x,0
35546,72010050705,391,18,s_x,0
35547,72010050705,121,19,s_x,1
35548,72010050705,71,20,s_x,1
35549,72010050705,361,21,s_x,0
35550,72010050705,51,22,s_x,1
35551,72010050705,91,23,s_x,1
35552,72010050705,111,24,s_x,1
35553,72010050705,271,25,s_x,0
35554,72010050705,31,26,s_x,1
35555,72010050705,221,27,s_x,0
35556,72010050705,241,28,s_x,0
35557,72010050705,181,29,s_x,1
35558,72010050705,261,30,s_x,0
35559,72010050705,141,31,s_x,1
35560,72010050705,201,32,s_x,1
35561,72010050705,251,33,s_x,0
35562,72010050705,231,34,s_x,0
35563,72010050705,191,35,s_x,1
35564,72010050705,161,36,s_x,1
35565,72010050705,211,37,s_x,0
35566,72010050705,171,38,s_x,1
35567,72010050705,151,39,s_x,1
35568,72010050706,391,1,s_x,0
35569,72010050706,101,2,s_x,1
35570,72010050706,51,3,s_x,1
35571,72010050706,321,4,s_x,0
35572,72010050706,361,5,s_x,0
35573,72010050706,11,6,s_x,1
35574,72010050706,41,7,s_x,1
35575,72010050706,21,8,s_x,1
35576,72010050706,81,9,s_x,1
35577,72010050706,371,10,s_x,0
35578,72010050706,131,11,s_x,1
35579,72010050706,291,12,s_x,0
35580,72010050706,311,13,s_x,0
35581,72010050706,301,14,s_x,0
35582,72010050706,331,15,s_x,0
35583,72010050706,71,16,s_x,1
35584,72010050706,91,17,s_x,1
35585,72010050706,351,18,s_x,0
35586,72010050706,121,19,s_x,1
35587,72010050706,31,20,s_x,1
35588,72010050706,111,21,s_x,1
35589,72010050706,281,22,s_x,0
35590,72010050706,341,23,s_x,0
35591,72010050706,271,24,s_x,0
35592,72010050706,381,25,s_x,0
35593,72010050706,61,26,s_x,1
35594,72010050706,141,27,s_x,1
35595,72010050706,201,28,s_x,1
35596,72010050706,231,29,s_x,0
35597,72010050706,191,30,s_x,1
35598,72010050706,211,31,s_x,0
35599,72010050706,161,32,s_x,1
35600,72010050706,241,33,s_x,0
35601,72010050706,251,34,s_x,0
35602,72010050706,261,35,s_x,0
35603,72010050706,221,36,s_x,0
35604,72010050706,171,37,s_x,1
35605,72010050706,181,38,s_x,1
35606,72010050706,151,39,s_x,1
35607,72010051907,311,1,s_x,0
35608,72010051907,301,2,s_x,0
35609,72010051907,21,3,s_x,1
35610,72010051907,91,4,s_x,1
35611,72010051907,341,5,s_x,0
35612,72010051907,361,6,s_x,0
35613,72010051907,351,7,s_x,0
35614,72010051907,51,8,s_x,1
35615,72010051907,71,9,s_x,1
35616,72010051907,81,10,s_x,1
35617,72010051907,271,11,s_x,0
35618,72010051907,41,12,s_x,1
35619,72010051907,131,13,s_x,1
35620,72010051907,31,14,s_x,1
35621,72010051907,381,15,s_x,0
35622,72010051907,391,16,s_x,0
35623,72010051907,281,17,s_x,0
35624,72010051907,291,18,s_x,0
35625,72010051907,11,19,s_x,1
35626,72010051907,111,20,s_x,1
35627,72010051907,321,21,s_x,0
35628,72010051907,121,22,s_x,1
35629,72010051907,331,23,s_x,0
35630,72010051907,101,24,s_x,1
35631,72010051907,371,25,s_x,0
35632,72010051907,61,26,s_x,1
35633,72010051907,161,27,s_x,1
35634,72010051907,181,28,s_x,1
35635,72010051907,211,29,s_x,0
35636,72010051907,251,30,s_x,0
35637,72010051907,241,31,s_x,0
35638,72010051907,201,32,s_x,1
35639,72010051907,191,33,s_x,1
35640,72010051907,261,34,s_x,0
35641,72010051907,141,35,s_x,1
35642,72010051907,151,36,s_x,1
35643,72010051907,221,37,s_x,0
35644,72010051907,171,38,s_x,1
35645,72010051907,231,39,s_x,0
35646,82010050501,81,1,s_x,1
35647,82010050501,281,2,s_x,0
35648,82010050501,311,3,s_x,0
35649,82010050501,301,4,s_x,0
35650,82010050501,91,5,s_x,1
35651,82010050501,101,6,s_x,1
35652,82010050501,371,7,s_x,0
35653,82010050501,351,8,s_x,0
35654,82010050501,41,9,s_x,1
35655,82010050501,51,10,s_x,1
35656,82010050501,291,11,s_x,0
35657,82010050501,61,12,s_x,1
35658,82010050501,71,13,s_x,1
35659,82010050501,391,14,s_x,0
35660,82010050501,11,15,s_x,1
35661,82010050501,341,16,s_x,0
35662,82010050501,271,17,s_x,0
35663,82010050501,331,18,s_x,0
35664,82010050501,381,19,s_x,0
35665,82010050501,361,20,s_x,0
35666,82010050501,111,21,s_x,1
35667,82010050501,121,22,s_x,1
35668,82010050501,321,23,s_x,0
35669,82010050501,31,24,s_x,1
35670,82010050501,131,25,s_x,1
35671,82010050501,21,26,s_x,1
35672,82010050501,161,27,s_x,1
35673,82010050501,241,28,s_x,0
35674,82010050501,201,29,s_x,1
35675,82010050501,181,30,s_x,1
35676,82010050501,171,31,s_x,1
35677,82010050501,221,32,s_x,0
35678,82010050501,261,33,s_x,0
35679,82010050501,191,34,s_x,1
35680,82010050501,141,35,s_x,1
35681,82010050501,251,36,s_x,0
35682,82010050501,151,37,s_x,1
35683,82010050501,211,38,s_x,0
35684,82010050501,231,39,s_x,0
35685,82010050502,371,1,s_x,0
35686,82010050502,391,2,s_x,0
35687,82010050502,381,3,s_x,0
35688,82010050502,101,4,s_x,1
35689,82010050502,121,5,s_x,1
35690,82010050502,331,6,s_x,0
35691,82010050502,51,7,s_x,1
35692,82010050502,361,8,s_x,0
35693,82010050502,31,9,s_x,1
35694,82010050502,301,10,s_x,0
35695,82010050502,271,11,s_x,0
35696,82010050502,281,12,s_x,0
35697,82010050502,81,13,s_x,1
35698,82010050502,321,14,s_x,0
35699,82010050502,41,15,s_x,1
35700,82010050502,351,16,s_x,0
35701,82010050502,291,17,s_x,0
35702,82010050502,311,18,s_x,0
35703,82010050502,341,19,s_x,0
35704,82010050502,61,20,s_x,1
35705,82010050502,11,21,s_x,1
35706,82010050502,111,22,s_x,1
35707,82010050502,21,23,s_x,1
35708,82010050502,71,24,s_x,1
35709,82010050502,131,25,s_x,1
35710,82010050502,91,26,s_x,1
35711,82010050502,141,27,s_x,1
35712,82010050502,181,28,s_x,1
35713,82010050502,201,29,s_x,1
35714,82010050502,171,30,s_x,1
35715,82010050502,161,31,s_x,1
35716,82010050502,221,32,s_x,0
35717,82010050502,231,33,s_x,0
35718,82010050502,241,34,s_x,0
35719,82010050502,261,35,s_x,0
35720,82010050502,251,36,s_x,0
35721,82010050502,211,37,s_x,0
35722,82010050502,151,38,s_x,1
35723,82010050502,191,39,s_x,1
35724,82010050603,51,1,s_x,1
35725,82010050603,301,2,s_x,0
35726,82010050603,131,3,s_x,1
35727,82010050603,71,4,s_x,1
35728,82010050603,391,5,s_x,0
35729,82010050603,41,6,s_x,1
35730,82010050603,291,7,s_x,0
35731,82010050603,21,8,s_x,1
35732,82010050603,101,9,s_x,1
35733,82010050603,321,10,s_x,0
35734,82010050603,381,11,s_x,0
35735,82010050603,121,12,s_x,1
35736,82010050603,111,13,s_x,1
35737,82010050603,61,14,s_x,1
35738,82010050603,341,15,s_x,0
35739,82010050603,371,16,s_x,0
35740,82010050603,351,17,s_x,0
35741,82010050603,81,18,s_x,1
35742,82010050603,281,19,s_x,0
35743,82010050603,331,20,s_x,0
35744,82010050603,91,21,s_x,1
35745,82010050603,271,22,s_x,0
35746,82010050603,361,23,s_x,0
35747,82010050603,311,24,s_x,0
35748,82010050603,31,25,s_x,1
35749,82010050603,11,26,s_x,1
35750,82010050603,211,27,s_x,0
35751,82010050603,141,28,s_x,1
35752,82010050603,151,29,s_x,1
35753,82010050603,251,30,s_x,0
35754,82010050603,231,31,s_x,0
35755,82010050603,221,32,s_x,0
35756,82010050603,181,33,s_x,1
35757,82010050603,191,34,s_x,1
35758,82010050603,241,35,s_x,0
35759,82010050603,261,36,s_x,0
35760,82010050603,161,37,s_x,1
35761,82010050603,201,38,s_x,1
35762,82010050603,171,39,s_x,1
35763,82010050704,361,1,s_x,0
35764,82010050704,331,2,s_x,0
35765,82010050704,11,3,s_x,1
35766,82010050704,71,4,s_x,1
35767,82010050704,21,5,s_x,1
35768,82010050704,91,6,s_x,1
35769,82010050704,311,7,s_x,0
35770,82010050704,101,8,s_x,1
35771,82010050704,381,9,s_x,0
35772,82010050704,41,10,s_x,1
35773,82010050704,371,11,s_x,0
35774,82010050704,301,12,s_x,0
35775,82010050704,61,13,s_x,1
35776,82010050704,111,14,s_x,1
35777,82010050704,271,15,s_x,0
35778,82010050704,81,16,s_x,1
35779,82010050704,351,17,s_x,0
35780,82010050704,391,18,s_x,0
35781,82010050704,131,19,s_x,1
35782,82010050704,31,20,s_x,1
35783,82010050704,291,21,s_x,0
35784,82010050704,51,22,s_x,1
35785,82010050704,321,23,s_x,0
35786,82010050704,341,24,s_x,0
35787,82010050704,121,25,s_x,1
35788,82010050704,281,26,s_x,0
35789,82010050704,211,27,s_x,0
35790,82010050704,141,28,s_x,1
35791,82010050704,171,29,s_x,1
35792,82010050704,241,30,s_x,0
35793,82010050704,161,31,s_x,1
35794,82010050704,201,32,s_x,1
35795,82010050704,261,33,s_x,0
35796,82010050704,251,34,s_x,0
35797,82010050704,181,35,s_x,1
35798,82010050704,191,36,s_x,1
35799,82010050704,151,37,s_x,1
35800,82010050704,221,38,s_x,0
35801,82010050704,231,39,s_x,0
35802,82010050705,131,1,s_x,1
35803,82010050705,281,2,s_x,0
35804,82010050705,301,3,s_x,0
35805,82010050705,111,4,s_x,1
35806,82010050705,91,5,s_x,1
35807,82010050705,361,6,s_x,0
35808,82010050705,71,7,s_x,1
35809,82010050705,101,8,s_x,1
35810,82010050705,271,9,s_x,0
35811,82010050705,51,10,s_x,1
35812,82010050705,311,11,s_x,0
35813,82010050705,11,12,s_x,1
35814,82010050705,61,13,s_x,1
35815,82010050705,321,14,s_x,0
35816,82010050705,391,15,s_x,0
35817,82010050705,351,16,s_x,0
35818,82010050705,81,17,s_x,1
35819,82010050705,21,18,s_x,1
35820,82010050705,31,19,s_x,1
35821,82010050705,331,20,s_x,0
35822,82010050705,41,21,s_x,1
35823,82010050705,121,22,s_x,1
35824,82010050705,371,23,s_x,0
35825,82010050705,291,24,s_x,0
35826,82010050705,381,25,s_x,0
35827,82010050705,341,26,s_x,0
35828,82010050705,231,27,s_x,0
35829,82010050705,171,28,s_x,1
35830,82010050705,161,29,s_x,1
35831,82010050705,191,30,s_x,1
35832,82010050705,201,31,s_x,1
35833,82010050705,181,32,s_x,1
35834,82010050705,211,33,s_x,0
35835,82010050705,241,34,s_x,0
35836,82010050705,151,35,s_x,1
35837,82010050705,251,36,s_x,0
35838,82010050705,261,37,s_x,0
35839,82010050705,141,38,s_x,1
35840,82010050705,221,39,s_x,0
35841,82010050706,81,1,s_x,1
35842,82010050706,11,2,s_x,1
35843,82010050706,341,3,s_x,0
35844,82010050706,71,4,s_x,1
35845,82010050706,291,5,s_x,0
35846,82010050706,271,6,s_x,0
35847,82010050706,61,7,s_x,1
35848,82010050706,91,8,s_x,1
35849,82010050706,121,9,s_x,1
35850,82010050706,321,10,s_x,0
35851,82010050706,311,11,s_x,0
35852,82010050706,391,12,s_x,0
35853,82010050706,281,13,s_x,0
35854,82010050706,41,14,s_x,1
35855,82010050706,31,15,s_x,1
35856,82010050706,331,16,s_x,0
35857,82010050706,131,17,s_x,1
35858,82010050706,301,18,s_x,0
35859,82010050706,21,19,s_x,1
35860,82010050706,111,20,s_x,1
35861,82010050706,361,21,s_x,0
35862,82010050706,351,22,s_x,0
35863,82010050706,101,23,s_x,1
35864,82010050706,371,24,s_x,0
35865,82010050706,381,25,s_x,0
35866,82010050706,51,26,s_x,1
35867,82010050706,191,27,s_x,1
35868,82010050706,241,28,s_x,0
35869,82010050706,251,29,s_x,0
35870,82010050706,231,30,s_x,0
35871,82010050706,151,31,s_x,1
35872,82010050706,161,32,s_x,1
35873,82010050706,211,33,s_x,0
35874,82010050706,261,34,s_x,0
35875,82010050706,221,35,s_x,0
35876,82010050706,181,36,s_x,1
35877,82010050706,201,37,s_x,1
35878,82010050706,171,38,s_x,1
35879,82010050706,141,39,s_x,1
35880,82010051907,341,1,s_x,0
35881,82010051907,11,2,s_x,1
35882,82010051907,121,3,s_x,1
35883,82010051907,371,4,s_x,0
35884,82010051907,81,5,s_x,1
35885,82010051907,91,6,s_x,1
35886,82010051907,361,7,s_x,0
35887,82010051907,281,8,s_x,0
35888,82010051907,71,9,s_x,1
35889,82010051907,131,10,s_x,1
35890,82010051907,41,11,s_x,1
35891,82010051907,331,12,s_x,0
35892,82010051907,351,13,s_x,0
35893,82010051907,391,14,s_x,0
35894,82010051907,301,15,s_x,0
35895,82010051907,381,16,s_x,0
35896,82010051907,51,17,s_x,1
35897,82010051907,311,18,s_x,0
35898,82010051907,31,19,s_x,1
35899,82010051907,271,20,s_x,0
35900,82010051907,111,21,s_x,1
35901,82010051907,291,22,s_x,0
35902,82010051907,21,23,s_x,1
35903,82010051907,101,24,s_x,1
35904,82010051907,321,25,s_x,0
35905,82010051907,61,26,s_x,1
35906,82010051907,201,27,s_x,1
35907,82010051907,211,28,s_x,0
35908,82010051907,161,29,s_x,1
35909,82010051907,181,30,s_x,1
35910,82010051907,221,31,s_x,0
35911,82010051907,231,32,s_x,0
35912,82010051907,191,33,s_x,1
35913,82010051907,241,34,s_x,0
35914,82010051907,171,35,s_x,1
35915,82010051907,141,36,s_x,1
35916,82010051907,261,37,s_x,0
35917,82010051907,151,38,s_x,1
35918,82010051907,251,39,s_x,0
35919,92010050501,11,1,s_x,1
35920,92010050501,291,2,s_x,0
35921,92010050501,351,3,s_x,0
35922,92010050501,41,4,s_x,1
35923,92010050501,101,5,s_x,1
35924,92010050501,371,6,s_x,0
35925,92010050501,271,7,s_x,0
35926,92010050501,321,8,s_x,0
35927,92010050501,31,9,s_x,1
35928,92010050501,281,10,s_x,0
35929,92010050501,51,11,s_x,1
35930,92010050501,111,12,s_x,1
35931,92010050501,331,13,s_x,0
35932,92010050501,311,14,s_x,0
35933,92010050501,91,15,s_x,1
35934,92010050501,121,16,s_x,1
35935,92010050501,381,17,s_x,0
35936,92010050501,21,18,s_x,1
35937,92010050501,61,19,s_x,1
35938,92010050501,341,20,s_x,0
35939,92010050501,71,21,s_x,1
35940,92010050501,361,22,s_x,0
35941,92010050501,301,23,s_x,0
35942,92010050501,81,24,s_x,1
35943,92010050501,131,25,s_x,1
35944,92010050501,391,26,s_x,0
35945,92010050501,151,27,s_x,1
35946,92010050501,241,28,s_x,0
35947,92010050501,171,29,s_x,1
35948,92010050501,251,30,s_x,0
35949,92010050501,181,31,s_x,1
35950,92010050501,191,32,s_x,1
35951,92010050501,261,33,s_x,0
35952,92010050501,221,34,s_x,0
35953,92010050501,231,35,s_x,0
35954,92010050501,201,36,s_x,1
35955,92010050501,211,37,s_x,0
35956,92010050501,141,38,s_x,1
35957,92010050501,161,39,s_x,1
35958,92010050502,271,1,s_x,0
35959,92010050502,51,2,s_x,1
35960,92010050502,391,3,s_x,0
35961,92010050502,301,4,s_x,0
35962,92010050502,11,5,s_x,1
35963,92010050502,91,6,s_x,1
35964,92010050502,291,7,s_x,0
35965,92010050502,381,8,s_x,0
35966,92010050502,61,9,s_x,1
35967,92010050502,111,10,s_x,1
35968,92010050502,81,11,s_x,1
35969,92010050502,311,12,s_x,0
35970,92010050502,361,13,s_x,0
35971,92010050502,101,14,s_x,1
35972,92010050502,31,15,s_x,1
35973,92010050502,21,16,s_x,1
35974,92010050502,41,17,s_x,1
35975,92010050502,371,18,s_x,0
35976,92010050502,131,19,s_x,1
35977,92010050502,321,20,s_x,0
35978,92010050502,331,21,s_x,0
35979,92010050502,121,22,s_x,1
35980,92010050502,281,23,s_x,0
35981,92010050502,351,24,s_x,0
35982,92010050502,341,25,s_x,0
35983,92010050502,71,26,s_x,1
35984,92010050502,221,27,s_x,0
35985,92010050502,161,28,s_x,1
35986,92010050502,191,29,s_x,1
35987,92010050502,211,30,s_x,0
35988,92010050502,141,31,s_x,1
35989,92010050502,151,32,s_x,1
35990,92010050502,261,33,s_x,0
35991,92010050502,231,34,s_x,0
35992,92010050502,181,35,s_x,1
35993,92010050502,241,36,s_x,0
35994,92010050502,251,37,s_x,0
35995,92010050502,171,38,s_x,1
35996,92010050502,201,39,s_x,1
35997,92010050603,61,1,s_x,1
35998,92010050603,311,2,s_x,0
35999,92010050603,281,3,s_x,0
36000,92010050603,391,4,s_x,0
36001,92010050603,331,5,s_x,0
36002,92010050603,31,6,s_x,1
36003,92010050603,351,7,s_x,0
36004,92010050603,71,8,s_x,1
36005,92010050603,41,9,s_x,1
36006,92010050603,361,10,s_x,0
36007,92010050603,291,11,s_x,0
36008,92010050603,271,12,s_x,0
36009,92010050603,91,13,s_x,1
36010,92010050603,11,14,s_x,1
36011,92010050603,321,15,s_x,0
36012,92010050603,121,16,s_x,1
36013,92010050603,301,17,s_x,0
36014,92010050603,381,18,s_x,0
36015,92010050603,341,19,s_x,0
36016,92010050603,131,20,s_x,1
36017,92010050603,51,21,s_x,1
36018,92010050603,111,22,s_x,1
36019,92010050603,101,23,s_x,1
36020,92010050603,21,24,s_x,1
36021,92010050603,81,25,s_x,1
36022,92010050603,371,26,s_x,0
36023,92010050603,241,27,s_x,0
36024,92010050603,171,28,s_x,1
36025,92010050603,181,29,s_x,1
36026,92010050603,211,30,s_x,0
36027,92010050603,251,31,s_x,0
36028,92010050603,191,32,s_x,1
36029,92010050603,221,33,s_x,0
36030,92010050603,231,34,s_x,0
36031,92010050603,161,35,s_x,1
36032,92010050603,201,36,s_x,1
36033,92010050603,261,37,s_x,0
36034,92010050603,151,38,s_x,1
36035,92010050603,141,39,s_x,1
36036,92010050704,371,1,s_x,0
36037,92010050704,71,2,s_x,1
36038,92010050704,91,3,s_x,1
36039,92010050704,41,4,s_x,1
36040,92010050704,21,5,s_x,1
36041,92010050704,361,6,s_x,0
36042,92010050704,271,7,s_x,0
36043,92010050704,351,8,s_x,0
36044,92010050704,111,9,s_x,1
36045,92010050704,291,10,s_x,0
36046,92010050704,61,11,s_x,1
36047,92010050704,381,12,s_x,0
36048,92010050704,321,13,s_x,0
36049,92010050704,11,14,s_x,1
36050,92010050704,131,15,s_x,1
36051,92010050704,101,16,s_x,1
36052,92010050704,311,17,s_x,0
36053,92010050704,301,18,s_x,0
36054,92010050704,51,19,s_x,1
36055,92010050704,31,20,s_x,1
36056,92010050704,331,21,s_x,0
36057,92010050704,281,22,s_x,0
36058,92010050704,121,23,s_x,1
36059,92010050704,391,24,s_x,0
36060,92010050704,81,25,s_x,1
36061,92010050704,341,26,s_x,0
36062,92010050704,151,27,s_x,1
36063,92010050704,251,28,s_x,0
36064,92010050704,231,29,s_x,0
36065,92010050704,161,30,s_x,1
36066,92010050704,181,31,s_x,1
36067,92010050704,201,32,s_x,1
36068,92010050704,171,33,s_x,1
36069,92010050704,191,34,s_x,1
36070,92010050704,261,35,s_x,0
36071,92010050704,141,36,s_x,1
36072,92010050704,241,37,s_x,0
36073,92010050704,221,38,s_x,0
36074,92010050704,211,39,s_x,0
36075,92010050705,341,1,s_x,0
36076,92010050705,391,2,s_x,0
36077,92010050705,321,3,s_x,0
36078,92010050705,111,4,s_x,1
36079,92010050705,11,5,s_x,1
36080,92010050705,21,6,s_x,1
36081,92010050705,91,7,s_x,1
36082,92010050705,381,8,s_x,0
36083,92010050705,121,9,s_x,1
36084,92010050705,301,10,s_x,0
36085,92010050705,41,11,s_x,1
36086,92010050705,361,12,s_x,0
36087,92010050705,371,13,s_x,0
36088,92010050705,311,14,s_x,0
36089,92010050705,71,15,s_x,1
36090,92010050705,31,16,s_x,1
36091,92010050705,61,17,s_x,1
36092,92010050705,131,18,s_x,1
36093,92010050705,101,19,s_x,1
36094,92010050705,271,20,s_x,0
36095,92010050705,81,21,s_x,1
36096,92010050705,281,22,s_x,0
36097,92010050705,51,23,s_x,1
36098,92010050705,351,24,s_x,0
36099,92010050705,291,25,s_x,0
36100,92010050705,331,26,s_x,0
36101,92010050705,181,27,s_x,1
36102,92010050705,241,28,s_x,0
36103,92010050705,211,29,s_x,0
36104,92010050705,221,30,s_x,0
36105,92010050705,141,31,s_x,1
36106,92010050705,231,32,s_x,0
36107,92010050705,251,33,s_x,0
36108,92010050705,151,34,s_x,1
36109,92010050705,191,35,s_x,1
36110,92010050705,261,36,s_x,0
36111,92010050705,161,37,s_x,1
36112,92010050705,171,38,s_x,1
36113,92010050705,201,39,s_x,1
36114,92010050706,91,1,s_x,1
36115,92010050706,331,2,s_x,0
36116,92010050706,81,3,s_x,1
36117,92010050706,381,4,s_x,0
36118,92010050706,101,5,s_x,1
36119,92010050706,21,6,s_x,1
36120,92010050706,301,7,s_x,0
36121,92010050706,311,8,s_x,0
36122,92010050706,31,9,s_x,1
36123,92010050706,11,10,s_x,1
36124,92010050706,111,11,s_x,1
36125,92010050706,321,12,s_x,0
36126,92010050706,281,13,s_x,0
36127,92010050706,391,14,s_x,0
36128,92010050706,61,15,s_x,1
36129,92010050706,51,16,s_x,1
36130,92010050706,361,17,s_x,0
36131,92010050706,341,18,s_x,0
36132,92010050706,291,19,s_x,0
36133,92010050706,351,20,s_x,0
36134,92010050706,71,21,s_x,1
36135,92010050706,121,22,s_x,1
36136,92010050706,41,23,s_x,1
36137,92010050706,271,24,s_x,0
36138,92010050706,131,25,s_x,1
36139,92010050706,371,26,s_x,0
36140,92010050706,201,27,s_x,1
36141,92010050706,151,28,s_x,1
36142,92010050706,181,29,s_x,1
36143,92010050706,211,30,s_x,0
36144,92010050706,191,31,s_x,1
36145,92010050706,251,32,s_x,0
36146,92010050706,231,33,s_x,0
36147,92010050706,141,34,s_x,1
36148,92010050706,171,35,s_x,1
36149,92010050706,221,36,s_x,0
36150,92010050706,241,37,s_x,0
36151,92010050706,161,38,s_x,1
36152,92010050706,261,39,s_x,0
36153,92010051907,371,1,s_x,0
36154,92010051907,321,2,s_x,0
36155,92010051907,341,3,s_x,0
36156,92010051907,131,4,s_x,1
36157,92010051907,71,5,s_x,1
36158,92010051907,281,6,s_x,0
36159,92010051907,21,7,s_x,1
36160,92010051907,351,8,s_x,0
36161,92010051907,391,9,s_x,0
36162,92010051907,11,10,s_x,1
36163,92010051907,31,11,s_x,1
36164,92010051907,101,12,s_x,1
36165,92010051907,361,13,s_x,0
36166,92010051907,51,14,s_x,1
36167,92010051907,41,15,s_x,1
36168,92010051907,111,16,s_x,1
36169,92010051907,121,17,s_x,1
36170,92010051907,81,18,s_x,1
36171,92010051907,271,19,s_x,0
36172,92010051907,301,20,s_x,0
36173,92010051907,91,21,s_x,1
36174,92010051907,331,22,s_x,0
36175,92010051907,61,23,s_x,1
36176,92010051907,381,24,s_x,0
36177,92010051907,291,25,s_x,0
36178,92010051907,311,26,s_x,0
36179,92010051907,211,27,s_x,0
36180,92010051907,251,28,s_x,0
36181,92010051907,201,29,s_x,1
36182,92010051907,261,30,s_x,0
36183,92010051907,191,31,s_x,1
36184,92010051907,181,32,s_x,1
36185,92010051907,171,33,s_x,1
36186,92010051907,221,34,s_x,0
36187,92010051907,151,35,s_x,1
36188,92010051907,241,36,s_x,0
36189,92010051907,231,37,s_x,0
36190,92010051907,141,38,s_x,1
36191,92010051907,161,39,s_x,1
36192,102010050501,91,1,s_x,1
36193,102010050501,71,2,s_x,1
36194,102010050501,81,3,s_x,1
36195,102010050501,301,4,s_x,0
36196,102010050501,101,5,s_x,1
36197,102010050501,391,6,s_x,0
36198,102010050501,131,7,s_x,1
36199,102010050501,311,8,s_x,0
36200,102010050501,291,9,s_x,0
36201,102010050501,61,10,s_x,1
36202,102010050501,381,11,s_x,0
36203,102010050501,281,12,s_x,0
36204,102010050501,31,13,s_x,1
36205,102010050501,371,14,s_x,0
36206,102010050501,271,15,s_x,0
36207,102010050501,331,16,s_x,0
36208,102010050501,111,17,s_x,1
36209,102010050501,321,18,s_x,0
36210,102010050501,41,19,s_x,1
36211,102010050501,121,20,s_x,1
36212,102010050501,341,21,s_x,0
36213,102010050501,51,22,s_x,1
36214,102010050501,361,23,s_x,0
36215,102010050501,351,24,s_x,0
36216,102010050501,21,25,s_x,1
36217,102010050501,11,26,s_x,1
